posicion,etiqueta
1010200502,
1010200601,
1010200602,3.05577E+19
1010200701,
1010200702,
1010200801,
1010200802,
1010210101,
1010210102,3.05577E+19
1010210201,
1010210202,3.05577E+19
1010210301,
1010210302,
1010210401,
1010210402,
1010210501,
1010210502,
1010210601,
1010210602,
1010210701,
1010210702,
1010210801,
1010210802,
1010220101,
1010220102,
1010220201,
1010220202,
1010220301,
1010220302,
1010220401,
1010220402,
1010220501,
1010220502,
1010220601,
1010220602,3.05577E+19
1010220701,
1010220702,
1010220801,
1010220802,
1010230101,
1010230102,
1010230201,
1010230202,
1010230301,
1010230302,
1010230401,
1010230402,
1010230501,
1010230502,
1010230601,
1010230602,
1010230701,
1010230702,
1010230801,
1010230802,
1010240101,
1010240102,
1010240201,
1010240202,
1010240301,
1010240302,
1010240401,
1010240402,
1010240501,
1010240502,
1010240601,
1010240602,
1010240701,
1010240702,
1010240801,
1010240802,3.05577E+19
1010250101,
1010250102,
1010250201,
1010250202,
1010250301,
1010250302,
1010250401,
1010250402,
1010250501,
1010250502,
1010250601,
1010250602,
1010250701,
1010250702,
1010250801,
1010250802,
1010260101,
1010260102,
1010260201,
1010260202,
1010260301,
1010260302,
1010260401,
1010260402,
1010260501,
1010260502,3.05577E+19
1010260601,
1010260602,
1010260701,
1010260702,
1010260801,
1010260802,
1010270101,
1010270102,
1010270201,
1010270202,
1010270301,
1010270302,
1010270401,
1010270402,
1010270501,
1010270502,
1010270601,
1010270602,
1010270701,
1010270702,3.05577E+19
1010270801,
1010270802,
1010280101,
1010280102,
1010280201,
1010280202,
1010280301,
1010280302,
1010280401,
1010280402,
1010280501,
1010280502,
1010280601,
1010280602,
1010280701,
1010280702,
1010280801,
1010280802,
1010290101,
1010290102,
1010290201,
1010290202,3.05577E+19
1010290301,
1010290302,3.05577E+19
1010290401,
1010290402,
1010290501,
1010290502,
1010290601,
1010290602,
1010290701,
1010290702,
1010290801,
1010290802,
1010300101,
1010300102,
1010300201,
1010300202,
1010300301,
1010300302,
1010300401,
1010300402,
1010300501,
1010300502,
1010300601,
1010300602,
1010300701,
1010300702,
1010300801,
1010300802,
1010310101,
1010310102,
1010310201,
1010310202,
1010310301,
1010310302,
1010310401,
1010310402,
1010310501,
1010310502,
1010310601,
1010310602,
1010310701,
1010310702,
1010310801,
1010310802,
1010320101,
1010320102,
1010320201,
1010320202,
1010320301,
1010320302,
1010320401,
1010320402,
1010320501,
1010320502,3.05577E+19
1010320601,
1010320602,3.05577E+19
1010320701,
1010320702,
1010320801,
1010320802,
1010330101,
1010330102,
1010330201,
1010330202,3.05577E+19
1010330301,
1010330302,
1010330401,
1010330402,
1010330501,
1010330502,
1010330601,
1010330602,
1010330701,
1010330702,
1010330801,
1010330802,
1010340101,
1010340102,
1010340201,
1010340202,
1010340301,
1010340302,
1010340401,
1010340402,
1010340501,
1010340502,
1010340601,
1010340602,
1010340701,
1010340702,3.05577E+19
1010340801,
1010340802,
1010350101,
1010350102,
1010350201,
1010350202,
1010350301,
1010350302,
1010350401,
1010350402,
1010350501,
1010350502,
1010350601,
1010350602,
1010350701,
1010350702,
1010350801,
1010350802,
1010360101,
1010360102,
1010360201,
1010360202,
1010360301,
1010360302,
1010360401,
1010360402,
1010360501,
1010360502,
1010360601,
1010360602,
1010360701,
1010360702,
1010360801,
1010360802,3.05577E+19
1010370101,
1010370102,
1010370201,
1010370202,
1010370301,
1010370302,
1010370401,
1010370402,
1010370501,
1010370502,
1010370601,
1010370602,
1010370701,
1010370702,
1010370801,
1010370802,3.05577E+19
1010380101,
1010380102,
1010380201,
1010380202,
1010380301,
1010380302,
1010380401,
1010380402,
1010380501,
1010380502,
1010380601,
1010380602,
1010380701,
1010380702,
1010380801,
1010380802,
1010390101,
1010390102,
1010390201,
1010390202,
1010390301,
1010390302,
1010390401,
1010390402,3.05577E+19
1010390501,
1010390502,
1010390601,
1010390602,
1010390701,
1010390702,
1010390801,
1010390802,3.05577E+19
1010400101,
1010400102,
1010400201,
1010400202,
1010400301,
1010400302,
1010400401,
1010400402,
1010400501,
1010400502,
1010400601,
1010400602,
1010400701,
1010400702,
1010400801,
1010400802,
1010410101,
1010410102,3.05577E+19
1010410201,
1010410202,
1010410301,
1010410302,
1010410401,
1010410402,3.05577E+19
1010410501,
1010410502,
1010410601,
1010410602,
1010410701,
1010410702,
1010410801,
1010410802,
1010420101,
1010420102,
1010420201,
1010420202,
1010420301,
1010420302,
1010420401,
1010420402,
1010420501,
1010420502,
1010420601,
1010420602,
1010420701,
1010420702,
1010420801,
1010420802,
1010430101,
1010430102,
1010430201,
1010430202,
1010430301,
1010430302,
1010430401,
1010430402,
1010430501,
1010430502,
1010430601,
1010430602,3.05577E+19
1010430701,
1010430702,
1010430801,
1010430802,3.05577E+19
1010440101,
1010440102,
1010440201,
1010440202,
1010440301,
1010440302,
1010440401,
1010440402,
1010440501,
1010440502,
1010440601,
1010440602,
1010440701,
1010440702,
1010440801,
1010440802,
1010450101,
1010450102,
1010450201,
1010450202,3.05577E+19
1010450301,
1010450302,
1010450401,
1010450402,
1010450501,
1010450502,3.05577E+19
1010450601,
1010450602,3.05577E+19
1010450701,
1010450702,3.05577E+19
1010450801,
1010450802,
1010460101,
1010460102,
1010460201,
1010460202,
1010460301,
1010460302,
1010460401,
1010460402,
1010460501,
1010460502,
1010460601,
1010460602,
1010460701,
1010460702,
1010460801,
1010460802,
1010470101,
1010470102,
1010470201,
1010470202,
1010470301,
1010470302,
1010470401,
1010470402,
1010470501,
1010470502,
1010470601,
1010470602,
1010470701,
1010470702,
1010470801,
1010470802,
1010480101,
1010480102,
1010480201,
1010480202,
1010480301,
1010480302,
1010480401,
1010480402,
1010480501,
1010480502,
1010480601,
1010480602,
1010480701,
1010480702,
1010480801,
1010480802,
1010490101,
1010490102,3.05577E+19
1010490201,
1010490202,
1010490301,
1010490302,
1010490401,
1010490402,
1010490501,
1010490502,
1010490601,
1010490602,3.05577E+19
1010490701,
1010490702,
1010490801,
1010490802,
1010500101,
1010500102,
1010500201,
1010500202,3.05577E+19
1010500301,
1010500302,
1010500401,
1010500402,
1010500501,
1010500502,
1010500601,
1010500602,
1010500701,
1010500702,
1010500801,
1010500802,
1010510101,
1010510102,
1010510201,
1010510202,3.05577E+19
1010510301,
1010510302,
1010510401,
1010510402,
1010510501,
1010510502,
1010510601,
1010510602,
1010510701,
1010510702,
1010510801,
1010510802,
1010520101,
1010520102,
1010520201,
1010520202,
1010520301,
1010520302,
1010520401,
1010520402,
1010520501,
1010520502,
1010520601,
1010520602,3.05577E+19
1010520701,
1010520702,
1010520801,
1010520802,
1010530101,
1010530102,
1010530201,
1010530202,
1010530301,
1010530302,
1010530401,
1010530402,
1010530501,
1010530502,
1010530601,
1010530602,
1010530701,
1010530702,3.05577E+19
1010530801,
1010530802,
1010540101,
1010540102,
1010540201,
1010540202,3.05577E+19
1010540301,
1010540302,
1010540401,
1010540402,
1010540501,
1010540502,3.05577E+19
1010540601,
1010540602,
1010540701,
1010540702,
1010540801,
1010540802,3.05577E+19
1010550101,
1010550102,
1010550201,
1010550202,
1010550301,
1010550302,
1010550401,
1010550402,
1010550501,
1010550502,
1010550601,
1010550602,
1010550701,
1010550702,
1010550801,
1010550802,
1010560101,
1010560102,
1010560201,
1010560202,
1010560301,
1010560302,
1010560401,
1010560402,
1010560501,
1010560502,
1010560601,
1010560602,
1010560701,
1010560702,3.05577E+19
1010560801,
1010560802,
1010570101,
1010570102,3.05577E+19
1010570201,
1010570202,
1010570301,
1010570302,
1010570401,
1010570402,
1010570501,
1010570502,
1010570601,
1010570602,
1010570701,
1010570702,
1010570801,
1010570802,
1010580101,
1010580102,
1010580201,
1010580202,
1010580301,
1010580302,
1010580401,
1010580402,
1010580501,
1010580502,
1010580601,
1010580602,3.05577E+19
1010580701,
1010580702,
1010580801,
1010580802,
1010590101,
1010590102,
1010590201,
1010590202,
1010590301,
1010590302,
1010590401,
1010590402,
1010590501,
1010590502,
1010590601,
1010590602,
1010590701,
1010590702,
1010590801,
1010590802,
1010600101,
1010600102,3.05577E+19
1010600201,
1010600202,
1010600301,
1010600302,
1010600401,
1010600402,
1010600501,
1010600502,
1010600601,
1010600602,
1010600701,
1010600702,3.05577E+19
1010600801,
1010600802,
1020010101,3.05577E+19
1020010102,3.05577E+19
1020010201,3.05577E+19
1020010202,3.05577E+19
1020010301,3.05577E+19
1020010302,3.05577E+19
1020010401,3.05577E+19
1020010402,3.05577E+19
1020010501,3.05577E+19
1020010502,3.05577E+19
1020010601,3.05577E+19
1020010602,3.05577E+19
1020010701,3.05577E+19
1020010702,3.05577E+19
1020010801,3.05577E+19
1020010802,3.05577E+19
1020020101,3.05577E+19
1020020102,3.05577E+19
1020020201,3.05577E+19
1020020202,3.05577E+19
1020020301,3.05577E+19
1020020302,3.05577E+19
1020020401,3.05577E+19
1020020402,3.05577E+19
1020020501,3.05577E+19
1020020502,3.05577E+19
1020020601,3.05577E+19
1020020602,3.05577E+19
1020020701,3.05577E+19
1020020702,3.05577E+19
1020020801,3.05577E+19
1020020802,3.05577E+19
1020030101,
1020030102,3.05577E+19
1020030201,3.05577E+19
1020030202,3.05577E+19
1020030301,3.05577E+19
1020030302,3.05577E+19
1020030401,3.05577E+19
1020030402,3.05577E+19
1020030501,3.05577E+19
1020030502,3.05577E+19
1020030601,3.05577E+19
1020030602,3.05577E+19
1020030701,3.05577E+19
1020030702,3.05577E+19
1020030801,3.05577E+19
1020030802,3.05577E+19
1020040101,
1020040102,
1020040201,
1020040202,3.05577E+19
1020040301,3.05577E+19
1020040302,3.05577E+19
1020040401,3.05577E+19
1020040402,3.05577E+19
1020040501,3.05577E+19
1020040502,3.05577E+19
1020040601,3.05577E+19
1020040602,3.05577E+19
1020040701,
1020040702,3.05577E+19
1020040801,
1020040802,3.05577E+19
1020050101,
1020050102,
1020050201,
1020050202,
1020050301,
1020050302,3.05577E+19
1020050401,3.05577E+19
1020050402,3.05577E+19
1020050501,
1020050502,3.05577E+19
1020050601,3.05577E+19
1020050602,3.05577E+19
1020050701,
1020050702,3.05577E+19
1020050801,
1020050802,
1020060101,
1020060102,3.05577E+19
1020060201,
1020060202,
1020060301,
1020060302,
1020060401,
1020060402,3.05577E+19
1020060501,
1020060502,3.05577E+19
1020060601,
1020060602,3.05577E+19
1020060701,
1020060702,
1020060801,
1020060802,
1020070101,
1020070102,
1020070201,
1020070202,
1020070301,
1020070302,
1020070401,
1020070402,
1020070501,
1020070502,
1020070601,
1020070602,
1020070701,
1020070702,
1020070801,
1020070802,
1020080101,
1020080102,
1020080201,
1020080202,
1020080301,
1020080302,
1020080401,
1020080402,
1020080501,
1020080502,
1020080601,
1020080602,
1020080701,
1020080702,
1020080801,
1020080802,
1020090101,
1020090102,
1020090201,
1020090202,
1020090301,
1020090302,
1020090401,
1020090402,
1020090501,
1020090502,
1020090601,
1020090602,
1020090701,
1020090702,
1020090801,
1020090802,
1020100101,
1020100102,3.05577E+19
1020100201,
1020100202,
1020100301,
1020100302,3.05577E+19
1020100401,
1020100402,3.05577E+19
1020100501,
1020100502,
1020100601,
1020100602,3.05577E+19
1020100701,
1020100702,
1020100801,
1020100802,
1020110101,
1020110102,
1020110201,
1020110202,
1020110301,
1020110302,
1020110401,
1020110402,
1020110501,
1020110502,
1020110601,
1020110602,
1020110701,
1020110702,
1020110801,
1020110802,
1020120101,
1020120102,
1020120201,
1020120202,
1020120301,
1020120302,
1020120401,
1020120402,
1020120501,
1020120502,3.05577E+19
1020120601,
1020120602,
1020120701,
1020120702,
1020120801,
1020120802,
1020130101,
1020130102,
1020130201,
1020130202,
1020130301,
1020130302,
1020130401,
1020130402,
1020130501,
1020130502,
1020130601,
1020130602,
1020130701,
1020130702,3.05577E+19
1020130801,
1020130802,
1020140101,
1020140102,
1020140201,
1020140202,
1020140301,
1020140302,
1020140401,
1020140402,
1020140501,
1020140502,
1020140601,
1020140602,
1020140701,
1020140702,
1020140801,
1020140802,
1020150101,
1020150102,
1020150201,
1020150202,
1020150301,
1020150302,
1020150401,
1020150402,
1020150501,
1020150502,
1020150601,
1020150602,
1020150701,
1020150702,
1020150801,
1020150802,
1020160101,
1020160102,
1020160201,
1020160202,
1020160301,
1020160302,3.05577E+19
1020160401,
1020160402,
1020160501,
1020160502,3.05577E+19
1020160601,
1020160602,
1020160701,
1020160702,
1020160801,
1020160802,
1020170101,
1020170102,
1020170201,
1020170202,
1020170301,
1020170302,
1020170401,
1020170402,
1020170501,
1020170502,
1020170601,
1020170602,
1020170701,
1020170702,
1020170801,
1020170802,
1020180101,
1020180102,
1020180201,
1020180202,
1020180301,
1020180302,
1020180401,
1020180402,
1020180501,
1020180502,
1020180601,
1020180602,
1020180701,
1020180702,
1020180801,
1020180802,
1020190101,
1020190102,
1020190201,
1020190202,
1020190301,
1020190302,
1020190401,
1020190402,
1020190501,
1020190502,
1020190601,
1020190602,
1020190701,
1020190702,
1020190801,
1020190802,
1020200101,
1020200102,
1020200201,
1020200202,
1020200301,
1020200302,
1020200401,
1020200402,
1020200501,
1020200502,
1020200601,
1020200602,
1020200701,
1020200702,
1020200801,
1020200802,
1020210101,
1020210102,3.05577E+19
1020210201,
1020210202,
1020210301,
1020210302,
1020210401,
1020210402,
1020210501,
1020210502,3.05577E+19
1020210601,
1020210602,
1020210701,
1020210702,
1020210801,
1020210802,3.05577E+19
1020220101,
1020220102,
1020220201,
1020220202,
1020220301,
1020220302,
1020220401,
1020220402,
1020220501,
1020220502,
1020220601,
1020220602,
1020220701,
1020220702,
1020220801,
1020220802,
1020230101,
1020230102,
1020230201,
1020230202,
1020230301,
1020230302,
1020230401,
1020230402,3.05577E+19
1020230501,
1020230502,
1020230601,
1020230602,
1020230701,
1020230702,
1020230801,
1020230802,
1020240101,
1020240102,
1020240201,
1020240202,
1020240301,
1020240302,
1020240401,
1020240402,
1020240501,
1020240502,
1020240601,
1020240602,
1020240701,
1020240702,
1020240801,
1020240802,
1020250101,
1020250102,
1020250201,
1020250202,
1020250301,
1020250302,
1020250401,
1020250402,
1020250501,
1020250502,
1020250601,
1020250602,
1020250701,
1020250702,
1020250801,
1020250802,
1020260101,
1020260102,
1020260201,
1020260202,
1020260301,
1020260302,
1020260401,
1020260402,
1020260501,
1020260502,
1020260601,
1020260602,
1020260701,
1020260702,
1020260801,
1020260802,
1020270101,
1020270102,
1020270201,
1020270202,
1020270301,
1020270302,
1020270401,
1020270402,
1020270501,
1020270502,
1020270601,
1020270602,
1020270701,
1020270702,
1020270801,
1020270802,
1020280101,
1020280102,
1020280201,
1020280202,
1020280301,
1020280302,
1020280401,
1020280402,
1020280501,
1020280502,
1020280601,
1020280602,
1020280701,
1020280702,
1020280801,
1020280802,
1020290101,
1020290102,3.05577E+19
1020290201,
1020290202,
1020290301,
1020290302,
1020290401,
1020290402,
1020290501,
1020290502,
1020290601,
1020290602,
1020290701,
1020290702,
1020290801,
1020290802,
1020300101,
1020300102,
1020300201,
1020300202,3.05577E+19
1020300301,
1020300302,
1020300401,
1020300402,
1020300501,
1020300502,
1020300601,
1020300602,
1020300701,
1020300702,
1020300801,
1020300802,
1020310101,
1020310102,
1020310201,
1020310202,
1020310301,
1020310302,
1020310401,
1020310402,
1020310501,
1020310502,
1020310601,
1020310602,
1020310701,
1020310702,
1020310801,
1020310802,
1020320101,
1020320102,
1020320201,
1020320202,
1020320301,
1020320302,
1020320401,
1020320402,
1020320501,
1020320502,
1020320601,
1020320602,
1020320701,
1020320702,
1020320801,
1020320802,
1020330101,
1020330102,
1020330201,
1020330202,
1020330301,
1020330302,
1020330401,
1020330402,
1020330501,
1020330502,
1020330601,
1020330602,
1020330701,
1020330702,
1020330801,
1020330802,
1020340101,
1020340102,
1020340201,
1020340202,
1020340301,
1020340302,3.05577E+19
1020340401,
1020340402,
1020340501,
1020340502,
1020340601,
1020340602,
1020340701,
1020340702,
1020340801,
1020340802,
1020350101,
1020350102,
1020350201,
1020350202,
1020350301,
1020350302,
1020350401,
1020350402,
1020350501,
1020350502,
1020350601,
1020350602,
1020350701,
1020350702,
1020350801,
1020350802,3.05577E+19
1020360101,
1020360102,
1020360201,
1020360202,
1020360301,
1020360302,
1020360401,
1020360402,
1020360501,
1020360502,
1020360601,
1020360602,3.05577E+19
1020360701,
1020360702,
1020360801,
1020360802,
1020370101,
1020370102,
1020370201,
1020370202,
1020370301,
1020370302,
1020370401,
1020370402,
1020370501,
1020370502,
1020370601,
1020370602,
1020370701,
1020370702,
1020370801,
1020370802,3.05577E+19
1020380101,
1020380102,
1020380201,
1020380202,
1020380301,
1020380302,
1020380401,
1020380402,
1020380501,
1020380502,
1020380601,
1020380602,
1020380701,
1020380702,3.05577E+19
1020380801,
1020380802,
1020390101,
1020390102,
1020390201,
1020390202,
1020390301,
1020390302,
1020390401,
1020390402,
1020390501,
1020390502,
1020390601,
1020390602,
1020390701,
1020390702,
1020390801,
1020390802,
1020400101,
1020400102,
1020400201,
1020400202,
1020400301,
1020400302,
1020400401,
1020400402,
1020400501,
1020400502,
1020400601,
1020400602,
1020400701,
1020400702,
1020400801,
1020400802,
1020410101,
1020410102,
1020410201,
1020410202,
1020410301,
1020410302,
1020410401,
1020410402,
1020410501,
1020410502,
1020410601,
1020410602,
1020410701,
1020410702,
1020410801,
1020410802,
1020420101,
1020420102,
1020420201,
1020420202,3.05577E+19
1020420301,
1020420302,
1020420401,
1020420402,3.05577E+19
1020420501,
1020420502,
1020420601,
1020420602,
1020420701,
1020420702,
1020420801,
1020420802,
1020430101,
1020430102,
1020430201,
1020430202,
1020430301,
1020430302,
1020430401,
1020430402,
1020430501,
1020430502,
1020430601,
1020430602,
1020430701,
1020430702,3.05577E+19
1020430801,
1020430802,
1020440101,
1020440102,
1020440201,
1020440202,3.05577E+19
1020440301,
1020440302,
1020440401,
1020440402,
1020440501,
1020440502,
1020440601,
1020440602,3.05577E+19
1020440701,
1020440702,
1020440801,
1020440802,
1020450101,
1020450102,3.05577E+19
1020450201,
1020450202,
1020450301,
1020450302,
1020450401,
1020450402,3.05577E+19
1020450501,
1020450502,
1020450601,
1020450602,3.05577E+19
1020450701,
1020450702,
1020450801,
1020450802,
1020460101,
1020460102,
1020460201,
1020460202,
1020460301,
1020460302,
1020460401,
1020460402,
1020460501,
1020460502,
1020460601,
1020460602,
1020460701,
1020460702,
1020460801,
1020460802,3.05577E+19
1020470101,
1020470102,
1020470201,
1020470202,
1020470301,
1020470302,
1020470401,
1020470402,
1020470501,
1020470502,
1020470601,
1020470602,
1020470701,
1020470702,
1020470801,
1020470802,
1020480101,
1020480102,
1020480201,
1020480202,3.05577E+19
1020480301,
1020480302,
1020480401,
1020480402,
1020480501,
1020480502,
1020480601,
1020480602,
1020480701,
1020480702,
1020480801,
1020480802,
1020490101,
1020490102,
1020490201,
1020490202,
1020490301,
1020490302,
1020490401,
1020490402,
1020490501,
1020490502,
1020490601,
1020490602,
1020490701,
1020490702,
1020490801,
1020490802,
1020500101,
1020500102,
1020500201,
1020500202,3.05577E+19
1020500301,
1020500302,
1020500401,
1020500402,3.05577E+19
1020500501,
1020500502,
1020500601,
1020500602,
1020500701,
1020500702,
1020500801,
1020500802,3.05577E+19
1020510101,
1020510102,
1020510201,
1020510202,
1020510301,
1020510302,
1020510401,
1020510402,
1020510501,
1020510502,3.05577E+19
1020510601,
1020510602,
1020510701,
1020510702,
1020510801,
1020510802,
1020520101,
1020520102,
1020520201,
1020520202,
1020520301,
1020520302,3.05577E+19
1020520401,
1020520402,3.05577E+19
1020520501,
1020520502,
1020520601,
1020520602,
1020520701,
1020520702,
1020520801,
1020520802,
1020530101,
1020530102,
1020530201,
1020530202,
1020530301,
1020530302,
1020530401,
1020530402,
1020530501,
1020530502,
1020530601,
1020530602,
1020530701,
1020530702,
1020530801,
1020530802,
1020540101,
1020540102,
1020540201,
1020540202,
1020540301,
1020540302,
1020540401,
1020540402,
1020540501,
1020540502,
1020540601,
1020540602,3.05577E+19
1020540701,
1020540702,
1020540801,
1020540802,
1020550101,
1020550102,
1020550201,
1020550202,
1020550301,
1020550302,3.05577E+19
1020550401,
1020550402,
1020550501,
1020550502,
1020550601,
1020550602,
1020550701,
1020550702,
1020550801,
1020550802,3.05577E+19
1020560101,
1020560102,3.05577E+19
1020560201,
1020560202,
1020560301,
1020560302,
1020560401,
1020560402,
1020560501,
1020560502,
1020560601,
1020560602,
1020560701,
1020560702,
1020560801,
1020560802,
1020570101,
1020570102,
1020570201,
1020570202,
1020570301,
1020570302,
1020570401,
1020570402,
1020570501,
1020570502,3.05577E+19
1020570601,
1020570602,
1020570701,
1020570702,
1020570801,
1020570802,
1020580101,
1020580102,
1020580201,
1020580202,
1020580301,
1020580302,
1020580401,
1020580402,
1020580501,
1020580502,
1020580601,
1020580602,
1020580701,
1020580702,3.05577E+19
1020580801,
1020580802,
1020590101,
1020590102,
1020590201,
1020590202,
1020590301,
1020590302,
1020590401,
1020590402,
1020590501,
1020590502,
1020590601,
1020590602,
1020590701,
1020590702,
1020590801,
1020590802,
1020600101,
1020600102,
1020600201,
1020600202,3.05577E+19
1020600301,
1020600302,
1020600401,
1020600402,
1020600501,
1020600502,
1020600601,
1020600602,
1020600701,
1020600702,
1020600801,
1020600802,
2010010101,3.05577E+19
2010010102,3.05577E+19
2010010201,3.05577E+19
2010010202,3.05577E+19
2010010301,3.05577E+19
2010010302,3.05577E+19
2010010401,3.05577E+19
2010010402,3.05577E+19
2010010501,3.05577E+19
2010010502,3.05577E+19
2010010601,3.05577E+19
2010010602,3.05577E+19
2010010701,3.05577E+19
2010010702,3.05577E+19
2010010801,3.05577E+19
2010010802,3.05577E+19
2010020101,3.05577E+19
2010020102,3.05577E+19
2010020201,
2010020202,3.05577E+19
2010020301,3.05577E+19
2010020302,3.05577E+19
2010020401,3.05577E+19
2010020402,3.05577E+19
2010020501,3.05577E+19
2010020502,3.05577E+19
2010020601,3.05577E+19
2010020602,3.05577E+19
2010020701,3.05577E+19
2010020702,3.05577E+19
2010020801,
2010020802,3.05577E+19
2010030101,
2010030102,3.05577E+19
2010030201,3.05577E+19
2010030202,3.05577E+19
2010030301,3.05577E+19
2010030302,3.05577E+19
2010030401,3.05577E+19
2010030402,3.05577E+19
2010030501,3.05577E+19
2010030502,3.05577E+19
2010030601,3.05577E+19
2010030602,3.05577E+19
2010030701,3.05577E+19
2010030702,3.05577E+19
2010030801,3.05577E+19
2010030802,3.05577E+19
2010040101,
2010040102,
2010040201,
2010040202,3.05577E+19
2010040301,3.05577E+19
2010040302,3.05577E+19
2010040401,3.05577E+19
2010040402,3.05577E+19
2010040501,3.05577E+19
2010040502,3.05577E+19
2010040601,3.05577E+19
2010040602,3.05577E+19
2010040701,3.05577E+19
2010040702,3.05577E+19
2010040801,
2010040802,3.05577E+19
2010050101,
2010050102,
2010050201,
2010050202,
2010050301,
2010050302,3.05577E+19
2010050401,
